Experiment,Class,Precision,Recall,F1,Support
without_clahe,Angry,0.5204262877442274,0.5967413441955194,0.5559772296015181,491.0
without_clahe,Disgust,0.5769230769230769,0.8181818181818182,0.6766917293233082,55.0
without_clahe,Fear,0.4536489151873767,0.4356060606060606,0.4444444444444444,528.0
without_clahe,Happy,0.7375352775164629,0.8919226393629124,0.8074150360453141,879.0
without_clahe,Neutral,0.3115727002967359,0.16773162939297126,0.21806853582554517,626.0
without_clahe,Sad,0.5134168157423972,0.4831649831649832,0.4978317432784042,594.0
without_clahe,Surprise,0.6514522821576764,0.7548076923076923,0.6993318485523385,416.0
