Confidence_Threshold,Margin_Threshold,CNN_Fusion_Alpha,Total_Corrected,Angry_Disgust,Fear_Sad_Neutral,Fear_Surprise,Sad_Neutral,Feature_Type,Model,Dataset,Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Weighted_Precision,Weighted_Recall,Weighted_F1
0.65,0.05,1.0,1080,43,878,159,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.65,0.1,0.0,1080,43,878,159,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6312978871604364,0.6078275160648301,0.6152100777708175,0.6110333141965955,0.6262137298083016,0.6312978871604364,0.6282499289684411
0.65,0.1,0.25,1080,43,878,159,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6317622475040632,0.6082002582900011,0.6155583431769681,0.6114026135537356,0.6265497842584116,0.6317622475040632,0.6286632788927479
0.65,0.1,0.5,1080,43,878,159,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.636638031112143,0.613769344957155,0.6197632363668628,0.6162881978847222,0.6314259280774165,0.636638031112143,0.6335345822505718
0.65,0.1,0.75,1080,43,878,159,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.637334571627583,0.6084969096161611,0.6203876286433357,0.6138345396981749,0.6325010314432055,0.637334571627583,0.6344731010600319
0.65,0.1,1.0,1080,43,878,159,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.65,0.15,0.0,1080,43,878,159,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6312978871604364,0.6078275160648301,0.6152100777708175,0.6110333141965955,0.6262137298083016,0.6312978871604364,0.6282499289684411
0.65,0.15,0.25,1080,43,878,159,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6317622475040632,0.6082002582900011,0.6155583431769681,0.6114026135537356,0.6265497842584116,0.6317622475040632,0.6286632788927479
0.65,0.15,0.5,1080,43,878,159,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.636638031112143,0.613769344957155,0.6197632363668628,0.6162881978847222,0.6314259280774165,0.636638031112143,0.6335345822505718
0.65,0.15,0.75,1080,43,878,159,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.637334571627583,0.6084969096161611,0.6203876286433357,0.6138345396981749,0.6325010314432055,0.637334571627583,0.6344731010600319
0.65,0.15,1.0,1080,43,878,159,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.65,0.2,0.0,1080,43,878,159,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6312978871604364,0.6078275160648301,0.6152100777708175,0.6110333141965955,0.6262137298083016,0.6312978871604364,0.6282499289684411
0.65,0.2,0.25,1080,43,878,159,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6317622475040632,0.6082002582900011,0.6155583431769681,0.6114026135537356,0.6265497842584116,0.6317622475040632,0.6286632788927479
0.65,0.2,0.5,1080,43,878,159,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.636638031112143,0.613769344957155,0.6197632363668628,0.6162881978847222,0.6314259280774165,0.636638031112143,0.6335345822505718
0.65,0.2,0.75,1080,43,878,159,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.637334571627583,0.6084969096161611,0.6203876286433357,0.6138345396981749,0.6325010314432055,0.637334571627583,0.6344731010600319
0.65,0.2,1.0,1080,43,878,159,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.65,0.3,0.0,1080,43,878,159,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6312978871604364,0.6078275160648301,0.6152100777708175,0.6110333141965955,0.6262137298083016,0.6312978871604364,0.6282499289684411
0.65,0.3,0.25,1080,43,878,159,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6317622475040632,0.6082002582900011,0.6155583431769681,0.6114026135537356,0.6265497842584116,0.6317622475040632,0.6286632788927479
0.65,0.3,0.5,1080,43,878,159,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.636638031112143,0.613769344957155,0.6197632363668628,0.6162881978847222,0.6314259280774165,0.636638031112143,0.6335345822505718
0.65,0.3,0.75,1080,43,878,159,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.637334571627583,0.6084969096161611,0.6203876286433357,0.6138345396981749,0.6325010314432055,0.637334571627583,0.6344731010600319
0.65,0.3,1.0,1080,43,878,159,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.7,0.05,0.0,1200,50,962,188,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6308335268168098,0.6093688693408378,0.6145781432678658,0.6114890657648815,0.6256261856464871,0.6308335268168098,0.6277177347713769
0.7,0.05,0.25,1200,50,962,188,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6315300673322498,0.610096198486481,0.6151939404133732,0.6121740554347548,0.6262783179703493,0.6315300673322498,0.6284065327828987
0.7,0.05,0.5,1200,50,962,188,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.636638031112143,0.6160542436832047,0.619631121640434,0.6173475999074928,0.6314346701059593,0.636638031112143,0.633525570720386
0.7,0.05,0.75,1200,50,962,188,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.637334571627583,0.6084969096161611,0.6203876286433357,0.6138345396981749,0.6325010314432055,0.637334571627583,0.6344731010600319
0.7,0.05,1.0,1200,50,962,188,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.7,0.1,0.0,1200,50,962,188,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6308335268168098,0.6093688693408378,0.6145781432678658,0.6114890657648815,0.6256261856464871,0.6308335268168098,0.6277177347713769
0.7,0.1,0.25,1200,50,962,188,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6315300673322498,0.610096198486481,0.6151939404133732,0.6121740554347548,0.6262783179703493,0.6315300673322498,0.6284065327828987
0.7,0.1,0.5,1200,50,962,188,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.636638031112143,0.6160542436832047,0.619631121640434,0.6173475999074928,0.6314346701059593,0.636638031112143,0.633525570720386
0.7,0.1,0.75,1200,50,962,188,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.637334571627583,0.6084969096161611,0.6203876286433357,0.6138345396981749,0.6325010314432055,0.637334571627583,0.6344731010600319
0.7,0.1,1.0,1200,50,962,188,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.7,0.15,0.0,1200,50,962,188,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6308335268168098,0.6093688693408378,0.6145781432678658,0.6114890657648815,0.6256261856464871,0.6308335268168098,0.6277177347713769
0.7,0.15,0.25,1200,50,962,188,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6315300673322498,0.610096198486481,0.6151939404133732,0.6121740554347548,0.6262783179703493,0.6315300673322498,0.6284065327828987
0.7,0.15,0.5,1200,50,962,188,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.636638031112143,0.6160542436832047,0.619631121640434,0.6173475999074928,0.6314346701059593,0.636638031112143,0.633525570720386
0.7,0.15,0.75,1200,50,962,188,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.637334571627583,0.6084969096161611,0.6203876286433357,0.6138345396981749,0.6325010314432055,0.637334571627583,0.6344731010600319
0.7,0.15,1.0,1200,50,962,188,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.7,0.2,0.0,1200,50,962,188,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6308335268168098,0.6093688693408378,0.6145781432678658,0.6114890657648815,0.6256261856464871,0.6308335268168098,0.6277177347713769
0.7,0.2,0.25,1200,50,962,188,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6315300673322498,0.610096198486481,0.6151939404133732,0.6121740554347548,0.6262783179703493,0.6315300673322498,0.6284065327828987
0.7,0.2,0.5,1200,50,962,188,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.636638031112143,0.6160542436832047,0.619631121640434,0.6173475999074928,0.6314346701059593,0.636638031112143,0.633525570720386
0.7,0.2,0.75,1200,50,962,188,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.637334571627583,0.6084969096161611,0.6203876286433357,0.6138345396981749,0.6325010314432055,0.637334571627583,0.6344731010600319
0.7,0.2,1.0,1200,50,962,188,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.7,0.3,0.0,1200,50,962,188,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6308335268168098,0.6093688693408378,0.6145781432678658,0.6114890657648815,0.6256261856464871,0.6308335268168098,0.6277177347713769
0.7,0.3,0.25,1200,50,962,188,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6315300673322498,0.610096198486481,0.6151939404133732,0.6121740554347548,0.6262783179703493,0.6315300673322498,0.6284065327828987
0.7,0.3,0.5,1200,50,962,188,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.636638031112143,0.6160542436832047,0.619631121640434,0.6173475999074928,0.6314346701059593,0.636638031112143,0.633525570720386
0.7,0.3,0.75,1200,50,962,188,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.637334571627583,0.6084969096161611,0.6203876286433357,0.6138345396981749,0.6325010314432055,0.637334571627583,0.6344731010600319
0.7,0.3,1.0,1200,50,962,188,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.75,0.05,0.0,1324,56,1043,225,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6303691664731832,0.6090202194820201,0.6140457351826806,0.611073376940799,0.6252306806056974,0.6303691664731832,0.6273095087796456
0.75,0.05,0.25,1324,56,1043,225,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6310657069886232,0.6097455738567967,0.6146615323281879,0.6117573020608313,0.6258807331208341,0.6310657069886232,0.6279972365375501
0.75,0.05,0.5,1324,56,1043,225,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.636638031112143,0.6160129317099662,0.6196989536512871,0.6173473352222257,0.6313557502328404,0.636638031112143,0.6334754279621994
0.75,0.05,0.75,1324,56,1043,225,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.637334571627583,0.6084969096161611,0.6203876286433357,0.6138345396981749,0.6325010314432055,0.637334571627583,0.6344731010600319
0.75,0.05,1.0,1324,56,1043,225,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.75,0.1,0.0,1324,56,1043,225,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6303691664731832,0.6090202194820201,0.6140457351826806,0.611073376940799,0.6252306806056974,0.6303691664731832,0.6273095087796456
0.75,0.1,0.25,1324,56,1043,225,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6310657069886232,0.6097455738567967,0.6146615323281879,0.6117573020608313,0.6258807331208341,0.6310657069886232,0.6279972365375501
0.75,0.1,0.5,1324,56,1043,225,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.636638031112143,0.6160129317099662,0.6196989536512871,0.6173473352222257,0.6313557502328404,0.636638031112143,0.6334754279621994
0.75,0.1,0.75,1324,56,1043,225,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.637334571627583,0.6084969096161611,0.6203876286433357,0.6138345396981749,0.6325010314432055,0.637334571627583,0.6344731010600319
0.75,0.1,1.0,1324,56,1043,225,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.75,0.15,0.0,1324,56,1043,225,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6303691664731832,0.6090202194820201,0.6140457351826806,0.611073376940799,0.6252306806056974,0.6303691664731832,0.6273095087796456
0.75,0.15,0.25,1324,56,1043,225,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6310657069886232,0.6097455738567967,0.6146615323281879,0.6117573020608313,0.6258807331208341,0.6310657069886232,0.6279972365375501
0.75,0.15,0.5,1324,56,1043,225,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.636638031112143,0.6160129317099662,0.6196989536512871,0.6173473352222257,0.6313557502328404,0.636638031112143,0.6334754279621994
0.75,0.15,0.75,1324,56,1043,225,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.637334571627583,0.6084969096161611,0.6203876286433357,0.6138345396981749,0.6325010314432055,0.637334571627583,0.6344731010600319
0.75,0.15,1.0,1324,56,1043,225,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.75,0.2,0.0,1324,56,1043,225,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6303691664731832,0.6090202194820201,0.6140457351826806,0.611073376940799,0.6252306806056974,0.6303691664731832,0.6273095087796456
0.75,0.2,0.25,1324,56,1043,225,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6310657069886232,0.6097455738567967,0.6146615323281879,0.6117573020608313,0.6258807331208341,0.6310657069886232,0.6279972365375501
0.75,0.2,0.5,1324,56,1043,225,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.636638031112143,0.6160129317099662,0.6196989536512871,0.6173473352222257,0.6313557502328404,0.636638031112143,0.6334754279621994
0.75,0.2,0.75,1324,56,1043,225,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.637334571627583,0.6084969096161611,0.6203876286433357,0.6138345396981749,0.6325010314432055,0.637334571627583,0.6344731010600319
0.75,0.2,1.0,1324,56,1043,225,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.75,0.3,0.0,1324,56,1043,225,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6303691664731832,0.6090202194820201,0.6140457351826806,0.611073376940799,0.6252306806056974,0.6303691664731832,0.6273095087796456
0.75,0.3,0.25,1324,56,1043,225,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6310657069886232,0.6097455738567967,0.6146615323281879,0.6117573020608313,0.6258807331208341,0.6310657069886232,0.6279972365375501
0.75,0.3,0.5,1324,56,1043,225,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.636638031112143,0.6160129317099662,0.6196989536512871,0.6173473352222257,0.6313557502328404,0.636638031112143,0.6334754279621994
0.75,0.3,0.75,1324,56,1043,225,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.637334571627583,0.6084969096161611,0.6203876286433357,0.6138345396981749,0.6325010314432055,0.637334571627583,0.6344731010600319
0.75,0.3,1.0,1324,56,1043,225,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.8,0.05,0.0,1444,61,1111,272,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6326909681913164,0.6119828096065014,0.6164337921716662,0.613814154361057,0.627810614534776,0.6326909681913164,0.629817656651286
0.8,0.05,0.25,1444,61,1111,272,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6331553285349432,0.612498486665839,0.6168525449821983,0.6142927575423408,0.6282315011726074,0.6331553285349432,0.6302721738906766
0.8,0.05,0.5,1444,61,1111,272,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.638727652658463,0.6185965802765094,0.6218899663052975,0.6197827066444085,0.6336500226052175,0.638727652658463,0.6357086769548251
0.8,0.05,0.75,1444,61,1111,272,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.637334571627583,0.6084969096161611,0.6203876286433357,0.6138345396981749,0.6325010314432055,0.637334571627583,0.6344731010600319
0.8,0.05,1.0,1444,61,1111,272,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.8,0.1,0.0,1444,61,1111,272,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6326909681913164,0.6119828096065014,0.6164337921716662,0.613814154361057,0.627810614534776,0.6326909681913164,0.629817656651286
0.8,0.1,0.25,1444,61,1111,272,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6331553285349432,0.612498486665839,0.6168525449821983,0.6142927575423408,0.6282315011726074,0.6331553285349432,0.6302721738906766
0.8,0.1,0.5,1444,61,1111,272,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.638727652658463,0.6185965802765094,0.6218899663052975,0.6197827066444085,0.6336500226052175,0.638727652658463,0.6357086769548251
0.8,0.1,0.75,1444,61,1111,272,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.637334571627583,0.6084969096161611,0.6203876286433357,0.6138345396981749,0.6325010314432055,0.637334571627583,0.6344731010600319
0.8,0.1,1.0,1444,61,1111,272,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.8,0.15,0.0,1444,61,1111,272,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6326909681913164,0.6119828096065014,0.6164337921716662,0.613814154361057,0.627810614534776,0.6326909681913164,0.629817656651286
0.8,0.15,0.25,1444,61,1111,272,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6331553285349432,0.612498486665839,0.6168525449821983,0.6142927575423408,0.6282315011726074,0.6331553285349432,0.6302721738906766
0.8,0.15,0.5,1444,61,1111,272,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.638727652658463,0.6185965802765094,0.6218899663052975,0.6197827066444085,0.6336500226052175,0.638727652658463,0.6357086769548251
0.8,0.15,0.75,1444,61,1111,272,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.637334571627583,0.6084969096161611,0.6203876286433357,0.6138345396981749,0.6325010314432055,0.637334571627583,0.6344731010600319
0.8,0.15,1.0,1444,61,1111,272,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.8,0.2,0.0,1444,61,1111,272,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6326909681913164,0.6119828096065014,0.6164337921716662,0.613814154361057,0.627810614534776,0.6326909681913164,0.629817656651286
0.8,0.2,0.25,1444,61,1111,272,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6331553285349432,0.612498486665839,0.6168525449821983,0.6142927575423408,0.6282315011726074,0.6331553285349432,0.6302721738906766
0.8,0.2,0.5,1444,61,1111,272,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.638727652658463,0.6185965802765094,0.6218899663052975,0.6197827066444085,0.6336500226052175,0.638727652658463,0.6357086769548251
0.8,0.2,0.75,1444,61,1111,272,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.637334571627583,0.6084969096161611,0.6203876286433357,0.6138345396981749,0.6325010314432055,0.637334571627583,0.6344731010600319
0.8,0.2,1.0,1444,61,1111,272,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.8,0.3,0.0,1444,61,1111,272,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6326909681913164,0.6119828096065014,0.6164337921716662,0.613814154361057,0.627810614534776,0.6326909681913164,0.629817656651286
0.8,0.3,0.25,1444,61,1111,272,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6331553285349432,0.612498486665839,0.6168525449821983,0.6142927575423408,0.6282315011726074,0.6331553285349432,0.6302721738906766
0.8,0.3,0.5,1444,61,1111,272,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.638727652658463,0.6185965802765094,0.6218899663052975,0.6197827066444085,0.6336500226052175,0.638727652658463,0.6357086769548251
0.8,0.3,0.75,1444,61,1111,272,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.637334571627583,0.6084969096161611,0.6203876286433357,0.6138345396981749,0.6325010314432055,0.637334571627583,0.6344731010600319
0.8,0.3,1.0,1444,61,1111,272,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.85,0.05,0.0,1546,67,1166,313,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6322266078476898,0.611324358663685,0.6159692160973339,0.6132333759990752,0.6272443111724328,0.6322266078476898,0.6292864761841893
0.85,0.05,0.25,1546,67,1166,313,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6331553285349432,0.612498486665839,0.6168525449821983,0.6142927575423408,0.6282315011726074,0.6331553285349432,0.6302721738906766
0.85,0.05,0.5,1546,67,1166,313,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.638727652658463,0.6185965802765094,0.6218899663052975,0.6197827066444085,0.6336500226052175,0.638727652658463,0.6357086769548251
0.85,0.05,0.75,1546,67,1166,313,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.637334571627583,0.6084969096161611,0.6203876286433357,0.6138345396981749,0.6325010314432055,0.637334571627583,0.6344731010600319
0.85,0.05,1.0,1546,67,1166,313,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.85,0.1,0.0,1546,67,1166,313,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6322266078476898,0.611324358663685,0.6159692160973339,0.6132333759990752,0.6272443111724328,0.6322266078476898,0.6292864761841893
0.85,0.1,0.25,1546,67,1166,313,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6331553285349432,0.612498486665839,0.6168525449821983,0.6142927575423408,0.6282315011726074,0.6331553285349432,0.6302721738906766
0.85,0.1,0.5,1546,67,1166,313,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.638727652658463,0.6185965802765094,0.6218899663052975,0.6197827066444085,0.6336500226052175,0.638727652658463,0.6357086769548251
0.85,0.1,0.75,1546,67,1166,313,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.637334571627583,0.6084969096161611,0.6203876286433357,0.6138345396981749,0.6325010314432055,0.637334571627583,0.6344731010600319
0.85,0.1,1.0,1546,67,1166,313,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.85,0.15,0.0,1546,67,1166,313,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6322266078476898,0.611324358663685,0.6159692160973339,0.6132333759990752,0.6272443111724328,0.6322266078476898,0.6292864761841893
0.85,0.15,0.25,1546,67,1166,313,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6331553285349432,0.612498486665839,0.6168525449821983,0.6142927575423408,0.6282315011726074,0.6331553285349432,0.6302721738906766
