Confidence_Threshold,Margin_Threshold,CNN_Fusion_Alpha,Total_Corrected,Angry_Disgust,Fear_Sad_Neutral,Fear_Surprise,Sad_Neutral,Feature_Type,Model,Dataset,Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Weighted_Precision,Weighted_Recall,Weighted_F1
0.55,0.05,0.25,798,28,682,88,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6317622475040632,0.6028462511095489,0.615383689530648,0.6084615306508673,0.6265347915160504,0.6317622475040632,0.6286619169327838
0.55,0.05,0.5,798,28,682,88,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6350127699094498,0.6055725470286678,0.6180999919738656,0.6111450540482354,0.6297445008529813,0.6350127699094498,0.6318604533584452
0.55,0.05,0.75,798,28,682,88,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6357093104248898,0.6046034050046798,0.6187844467077522,0.6109166036893925,0.6306973403203636,0.6357093104248898,0.6327097152668522
0.55,0.05,1.0,798,28,682,88,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.55,0.1,0.0,798,28,682,88,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6317622475040632,0.6028790967415635,0.6154541769350294,0.6085056088660667,0.6266405611962348,0.6317622475040632,0.6287023484255446
0.55,0.1,0.25,798,28,682,88,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6317622475040632,0.6028462511095489,0.615383689530648,0.6084615306508673,0.6265347915160504,0.6317622475040632,0.6286619169327838
0.55,0.1,0.5,798,28,682,88,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6350127699094498,0.6055725470286678,0.6180999919738656,0.6111450540482354,0.6297445008529813,0.6350127699094498,0.6318604533584452
0.55,0.1,0.75,798,28,682,88,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6357093104248898,0.6046034050046798,0.6187844467077522,0.6109166036893925,0.6306973403203636,0.6357093104248898,0.6327097152668522
0.55,0.1,1.0,798,28,682,88,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.55,0.15,0.0,800,28,682,90,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6319944276758764,0.6032059294407368,0.6156864649721955,0.6087955771144827,0.6269218213460044,0.6319944276758764,0.6289676261047773
0.55,0.15,0.25,800,28,682,90,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6319944276758764,0.6031740217676328,0.6156159775678142,0.608752628010983,0.6268169891891792,0.6319944276758764,0.6289283231994015
0.55,0.15,0.5,800,28,682,90,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.635244950081263,0.6058988723990388,0.6183322800110317,0.6114366674325034,0.6300256043099486,0.635244950081263,0.6321274741764147
0.55,0.15,0.75,800,28,682,90,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.635941490596703,0.6049291024187019,0.6190167347449184,0.6112071224984984,0.630977465712163,0.635941490596703,0.632975543251116
0.55,0.15,1.0,800,28,682,90,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.55,0.2,0.0,817,30,688,99,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6326909681913164,0.6049529905335653,0.6164573657833526,0.6101066800553294,0.6276033307987423,0.6326909681913164,0.6296602021391667
0.55,0.2,0.25,817,30,688,99,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6326909681913164,0.6049239802018607,0.6163868783789713,0.6100651140834332,0.6275013946379061,0.6326909681913164,0.6296222817231231
0.55,0.2,0.5,817,30,688,99,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.635941490596703,0.6076515865577857,0.6191031808221888,0.6127503750441786,0.6307130066256135,0.635941490596703,0.6328227848549632
0.55,0.2,0.75,817,30,688,99,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.636638031112143,0.6066460357141503,0.6196845598430317,0.6124764345846108,0.631717454345444,0.636638031112143,0.6337098338931852
0.55,0.2,1.0,817,30,688,99,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.55,0.3,0.0,878,36,721,121,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6315300673322498,0.6058256499218047,0.6153409442900483,0.6100619804132216,0.6263456665240067,0.6315300673322498,0.6284479678188436
0.55,0.3,0.25,878,36,721,121,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6315300673322498,0.6057901126774595,0.6152704568856667,0.6100188005136811,0.6262379642413294,0.6315300673322498,0.6284089337255567
0.55,0.3,0.5,878,36,721,121,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6354771302530764,0.6091690182269351,0.6185778923338103,0.6133291771807918,0.6301797502535402,0.6354771302530764,0.6323284921160277
0.55,0.3,0.75,878,36,721,121,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6371023914557696,0.6081701298693909,0.6201553406061696,0.6135441670296882,0.6322203575336033,0.6371023914557696,0.6342075684243254
0.55,0.3,1.0,878,36,721,121,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.6,0.05,0.0,954,38,792,124,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6306013466449966,0.60482404955947,0.614563346511756,0.609149856255315,0.6253188012992879,0.6306013466449966,0.6274502570383957
0.6,0.05,0.25,954,38,792,124,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6310657069886232,0.6052271810072737,0.6149169016987115,0.6095363159126373,0.6257117030592176,0.6310657069886232,0.6278912050586756
0.6,0.05,0.5,954,38,792,124,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6357093104248898,0.6104244019441081,0.6189247505536307,0.6141374371195892,0.6303338966517952,0.6357093104248898,0.6325044736736346
0.6,0.05,0.75,954,38,792,124,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6078437162362068,0.6199230525690035,0.6132537123328131,0.6319398707578757,0.6368702112839564,0.6339419038888362
0.6,0.05,1.0,954,38,792,124,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.6,0.1,0.0,954,38,792,124,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6306013466449966,0.60482404955947,0.614563346511756,0.609149856255315,0.6253188012992879,0.6306013466449966,0.6274502570383957
0.6,0.1,0.25,954,38,792,124,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6310657069886232,0.6052271810072737,0.6149169016987115,0.6095363159126373,0.6257117030592176,0.6310657069886232,0.6278912050586756
0.6,0.1,0.5,954,38,792,124,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6357093104248898,0.6104244019441081,0.6189247505536307,0.6141374371195892,0.6303338966517952,0.6357093104248898,0.6325044736736346
0.6,0.1,0.75,954,38,792,124,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6078437162362068,0.6199230525690035,0.6132537123328131,0.6319398707578757,0.6368702112839564,0.6339419038888362
0.6,0.1,1.0,954,38,792,124,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.6,0.15,0.0,954,38,792,124,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6306013466449966,0.60482404955947,0.614563346511756,0.609149856255315,0.6253188012992879,0.6306013466449966,0.6274502570383957
0.6,0.15,0.25,954,38,792,124,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6310657069886232,0.6052271810072737,0.6149169016987115,0.6095363159126373,0.6257117030592176,0.6310657069886232,0.6278912050586756
0.6,0.15,0.5,954,38,792,124,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6357093104248898,0.6104244019441081,0.6189247505536307,0.6141374371195892,0.6303338966517952,0.6357093104248898,0.6325044736736346
0.6,0.15,0.75,954,38,792,124,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6078437162362068,0.6199230525690035,0.6132537123328131,0.6319398707578757,0.6368702112839564,0.6339419038888362
0.6,0.15,1.0,954,38,792,124,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.6,0.2,0.0,954,38,792,124,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6306013466449966,0.60482404955947,0.614563346511756,0.609149856255315,0.6253188012992879,0.6306013466449966,0.6274502570383957
0.6,0.2,0.25,954,38,792,124,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6310657069886232,0.6052271810072737,0.6149169016987115,0.6095363159126373,0.6257117030592176,0.6310657069886232,0.6278912050586756
0.6,0.2,0.5,954,38,792,124,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6357093104248898,0.6104244019441081,0.6189247505536307,0.6141374371195892,0.6303338966517952,0.6357093104248898,0.6325044736736346
0.6,0.2,0.75,954,38,792,124,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6078437162362068,0.6199230525690035,0.6132537123328131,0.6319398707578757,0.6368702112839564,0.6339419038888362
0.6,0.2,1.0,954,38,792,124,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.6,0.3,0.0,968,39,795,134,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6306013466449966,0.6059596607756721,0.6145017191897088,0.6097279693728711,0.6253796947792758,0.6306013466449966,0.6274909781840968
0.6,0.3,0.25,968,39,795,134,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6310657069886232,0.6063608475710526,0.6148552743766641,0.6101140736646845,0.6257706527898017,0.6310657069886232,0.6279315710038856
0.6,0.3,0.5,968,39,795,134,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6357093104248898,0.6115887885216283,0.6188631232315833,0.6147239456329512,0.6303910509790153,0.6357093104248898,0.6325448107700801
0.6,0.3,0.75,968,39,795,134,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6371023914557696,0.6081701298693909,0.6201553406061696,0.6135441670296882,0.6322203575336033,0.6371023914557696,0.6342075684243254
0.6,0.3,1.0,968,39,795,134,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.65,0.05,0.0,1080,43,878,159,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6312978871604364,0.6078275160648301,0.6152100777708175,0.6110333141965955,0.6262137298083016,0.6312978871604364,0.6282499289684411
0.65,0.05,0.25,1080,43,878,159,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6317622475040632,0.6082002582900011,0.6155583431769681,0.6114026135537356,0.6265497842584116,0.6317622475040632,0.6286632788927479
0.65,0.05,0.5,1080,43,878,159,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.636638031112143,0.613769344957155,0.6197632363668628,0.6162881978847222,0.6314259280774165,0.636638031112143,0.6335345822505718
0.65,0.05,0.75,1080,43,878,159,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.637334571627583,0.6084969096161611,0.6203876286433357,0.6138345396981749,0.6325010314432055,0.637334571627583,0.6344731010600319
